order,date,coin,futures,type,sum,fee
1248596082714923073,2024-12-05,USDT,ETHUSDT,contract_margin_settle_fee,-1.0313694252,0.0
1248596078172491792,2024-12-05,USDT,SOLUSDT,contract_margin_settle_fee,-0.43794467499999995,0.0
1248596040578945060,2024-12-05,USDT,DOGEUSDT,contract_margin_settle_fee,-0.133163639,0.0
1248596021318701068,2024-12-05,USDT,MANAUSDT,contract_margin_settle_fee,-0.133639694,0.0
1248233697680433166,2024-12-04,USDT,DOGEUSDT,contract_margin_settle_fee,-0.099399812,0.0
1248233696434724893,2024-12-04,USDT,SOLUSDT,contract_margin_settle_fee,-0.427987729,0.0
1248233695046410273,2024-12-04,USDT,BTCUSDT,contract_margin_settle_fee,-0.5254774788,0.0
1248233683222667277,2024-12-04,USDT,ETHUSDT,contract_margin_settle_fee,-0.7229076828,0.0
1248233665644339227,2024-12-04,USDT,ADAUSDT,contract_margin_settle_fee,-0.1295707615,0.0
1248233639526408221,2024-12-04,USDT,MANAUSDT,contract_margin_settle_fee,-0.086022372,0.0
1247871307558297600,2024-12-03,USDT,ETHUSDT,contract_margin_settle_fee,-0.45345594240000003,0.0
1247871301698854940,2024-12-03,USDT,SOLUSDT,contract_margin_settle_fee,-0.6805391129999999,0.0
1247871287597604900,2024-12-03,USDT,BTCUSDT,contract_margin_settle_fee,-0.3394233894,0.0
1247871260271714329,2024-12-03,USDT,ADAUSDT,contract_margin_settle_fee,-0.1179972635,0.0
1247871257469919271,2024-12-03,USDT,DOGEUSDT,contract_margin_settle_fee,-0.083588127,0.0
1247871246568923186,2024-12-03,USDT,MANAUSDT,contract_margin_settle_fee,-0.09763076700000001,0.0
1247508914575646764,2024-12-02,USDT,BTCUSDT,contract_margin_settle_fee,-0.4523690586,0.0
1247508908770730012,2024-12-02,USDT,ETHUSDT,contract_margin_settle_fee,-0.5278367196,0.0
1247508899690061899,2024-12-02,USDT,DOGEUSDT,contract_margin_settle_fee,-0.025752134000000003,0.0
1247508896082960428,2024-12-02,USDT,SOLUSDT,contract_margin_settle_fee,-0.654875178,0.0
1247508888751317013,2024-12-02,USDT,ADAUSDT,contract_margin_settle_fee,-0.12880546399999998,0.0
1247508855880556562,2024-12-02,USDT,MANAUSDT,contract_margin_settle_fee,-0.04807833,0.0
1247146522591240207,2024-12-01,USDT,BTCUSDT,contract_margin_settle_fee,-0.3125020812,0.0
1247146518958972965,2024-12-01,USDT,ETHUSDT,contract_margin_settle_fee,-0.392324592,0.0
1247146507584020541,2024-12-01,USDT,ADAUSDT,contract_margin_settle_fee,-0.0838454025,0.0
1247146502106259460,2024-12-01,USDT,SOLUSDT,contract_margin_settle_fee,-0.425122536,0.0
1246784124214714372,2024-11-30,USDT,BTCUSDT,contract_margin_settle_fee,-0.26301737459999996,0.0
1246784122557964303,2024-11-30,USDT,ETHUSDT,contract_margin_settle_fee,-0.409042878,0.0
1246784109022945280,2024-11-30,USDT,ADAUSDT,contract_margin_settle_fee,-0.090262707,0.0
1246784096536502324,2024-11-30,USDT,SOLUSDT,contract_margin_settle_fee,-0.5009085520000001,0.0
1246421755055710353,2024-11-29,USDT,BTCUSDT,contract_margin_settle_fee,-0.3781620894,0.0
1246421750903349250,2024-11-29,USDT,ETHUSDT,contract_margin_settle_fee,-0.4898177064,0.0
1246421726333116424,2024-11-29,USDT,SOLUSDT,contract_margin_settle_fee,-0.40194117999999995,0.0
1246421702316531717,2024-11-29,USDT,ADAUSDT,contract_margin_settle_fee,-0.1079253075,0.0
1246059355739660478,2024-11-28,USDT,BTCUSDT,contract_margin_settle_fee,-0.2502327852,0.0
1246059341193814030,2024-11-28,USDT,SOLUSDT,contract_margin_settle_fee,-0.31795560599999995,0.0
