original_order,aggregated_order,date,futures,sum_added,fee_added
1229027153983197215,1229027153983197215,2024-10-12,ETHUSDT,-0.0128044938,0.0
1229027152125120529,1229027152125120529,2024-10-12,SOLUSDT,0.004732731171,0.0
1228906359856713741,1229027168805867533,2024-10-12,BTCUSDT,-0.0054582582,0.0
1228906350188843012,1229027153983197215,2024-10-12,ETHUSDT,-0.0183170197,0.0
1228906310175182857,1229027152125120529,2024-10-12,SOLUSDT,-0.0071589444,0.0
1228785557870104587,1229027153983197215,2024-10-12,ETHUSDT,-0.0083641236,0.0
1228785556267880485,1229027152125120529,2024-10-12,SOLUSDT,0.004191679044,0.0
1228785554804068362,1229027168805867533,2024-10-12,BTCUSDT,-0.0033128816,0.0
1228664771809267753,1228664771809267753,2024-10-11,BTCUSDT,-0.0001866954,0.0
1228664761856184320,1228664761856184320,2024-10-11,ETHUSDT,-0.0100888879,0.0
1228664751378812982,1228664751378812982,2024-10-11,SOLUSDT,0.006238044632,0.0
1228543972414738433,1228664771809267753,2024-10-11,BTCUSDT,0.001455516,0.0
1228543966727262224,1228664761856184320,2024-10-11,ETHUSDT,-0.0170149448,0.0
1228543954047881225,1228664751378812982,2024-10-11,SOLUSDT,-0.000423384,0.0
1228423182218317832,1228664771809267753,2024-10-11,BTCUSDT,-0.002050081,0.0
1228423151272742918,1228664761856184320,2024-10-11,ETHUSDT,-0.0182006783,0.0
1228423135967727665,1228664751378812982,2024-10-11,SOLUSDT,-0.0007505082,0.0
1228302387932450820,1228302387932450820,2024-10-10,BTCUSDT,-0.006927438,0.0
1228302364066861063,1228302364066861063,2024-10-10,SOLUSDT,-0.0052391934,0.0
1228302354201858185,1228302354201858185,2024-10-10,ETHUSDT,-0.01884736,0.0
1228181583840301067,1228302354201858185,2024-10-10,ETHUSDT,-0.0199473512,0.0
1228181582678478849,1228302387932450820,2024-10-10,BTCUSDT,-0.001156587,0.0
1228181580925259801,1228302364066861063,2024-10-10,SOLUSDT,0.003184362838,0.0
1228060808399441927,1228302387932450820,2024-10-10,BTCUSDT,-0.0015755896,0.0
1228060784546435080,1228302364066861063,2024-10-10,SOLUSDT,-0.010018008,0.0
1228060781623005219,1228302354201858185,2024-10-10,ETHUSDT,-0.010782772,0.0
1227939987962089475,1227939987962089475,2024-10-09,BTCUSDT,-0.0060415674,0.0
1227939985969795095,1227939985969795095,2024-10-09,ETHUSDT,-0.0179103288,0.0
1227939981842599940,1227939981842599940,2024-10-09,SOLUSDT,-0.0095062176,0.0
1227819218049323028,1227939987962089475,2024-10-09,BTCUSDT,-0.004481784,0.0
1227819210675736601,1227939985969795095,2024-10-09,ETHUSDT,-0.0056242725,0.0
1227819151989035008,1227939981842599940,2024-10-09,SOLUSDT,0.00394923255,0.0
1227698407464390690,1227939987962089475,2024-10-09,BTCUSDT,-0.0073315406,0.0
1227698397821685786,1227939985969795095,2024-10-09,ETHUSDT,-0.017249386,0.0
1227698391182102529,1227939981842599940,2024-10-09,SOLUSDT,-0.0006023892,0.0
1227577615611219991,1227577615611219991,2024-10-08,BTCUSDT,-0.0057898731,0.0
1227577606408917001,1227577606408917001,2024-10-08,SOLUSDT,0.002566763541,0.0
1227577596338393098,1227577596338393098,2024-10-08,ETHUSDT,-0.0147277515,0.0
1227456811422601288,1227577615611219991,2024-10-08,BTCUSDT,-0.0057935745,0.0
1227456796511850502,1227577606408917001,2024-10-08,SOLUSDT,-0.0110690514,0.0
1227456767801839660,1227577596338393098,2024-10-08,ETHUSDT,-0.0171640511,0.0
1227336008316112914,1227577615611219991,2024-10-08,BTCUSDT,0.001307961425,0.0
1227335999268999201,1227577596338393098,2024-10-08,ETHUSDT,-0.0108511872,0.0
1227335982256902193,1227577606408917001,2024-10-08,SOLUSDT,0.000172804164,0.0
1227215219990351895,1227215219990351895,2024-10-07,BTCUSDT,-0.0016543306,0.0
1227215213430460418,1227215213430460418,2024-10-07,ETHUSDT,-0.0057132537,0.0
1227215169335742467,1227215169335742467,2024-10-07,SOLUSDT,-0.000535068,0.0
1227094430532128794,1227215219990351895,2024-10-07,BTCUSDT,0.001270618407,0.0
1227094401184583692,1227215213430460418,2024-10-07,ETHUSDT,-0.0163153732,0.0
1227094366967451679,1227215169335742467,2024-10-07,SOLUSDT,-0.0071922654,0.0
1226973624820977682,1227215219990351895,2024-10-07,BTCUSDT,-0.003767418,0.0
1226973613479579662,1227215213430460418,2024-10-07,ETHUSDT,-0.0073409084,0.0
1226973584421441552,1227215169335742467,2024-10-07,SOLUSDT,-0.0050076324,0.0
1226852836289695813,1226852836289695813,2024-10-06,BTCUSDT,-0.0036986038,0.0
1226852827695566975,1226852827695566975,2024-10-06,ETHUSDT,-0.0061624584,0.0
1226852794770280590,1226852794770280590,2024-10-06,SOLUSDT,-0.0045520488,0.0
1226732029173452818,1226852836289695813,2024-10-06,BTCUSDT,-0.002724744,0.0
1226732019987927058,1226852827695566975,2024-10-06,ETHUSDT,-0.0108246208,0.0
1226732013474172928,1226852794770280590,2024-10-06,SOLUSDT,-0.01071885,0.0
1226611239107055629,1226852836289695813,2024-10-06,BTCUSDT,-0.0008066695,0.0
1226611216453619713,1226852794770280590,2024-10-06,SOLUSDT,-0.01026072,0.0
1226611181343100930,1226852827695566975,2024-10-06,ETHUSDT,-0.0167250006,0.0
1226490430556360715,1226490430556360715,2024-10-05,BTCUSDT,-0.0006834993,0.0
1226490428639563802,1226490428639563802,2024-10-05,ETHUSDT,-0.0091248822,0.0
1226490392149118979,1226490392149118979,2024-10-05,SOLUSDT,-0.0002570652,0.0
1226369633103794196,1226490430556360715,2024-10-05,BTCUSDT,-0.0003722706,0.0
1226369628418756610,1226490428639563802,2024-10-05,ETHUSDT,-0.0148704248,0.0
1226369595791265801,1226490392149118979,2024-10-05,SOLUSDT,-0.0098337312,0.0
1226248859688783885,1226490430556360715,2024-10-05,BTCUSDT,0.00124144201,0.0
1226248844975165480,1226490428639563802,2024-10-05,ETHUSDT,-0.020103622,0.0
1226248829795979267,1226490392149118979,2024-10-05,SOLUSDT,-0.0058405608,0.0
1226128050064347144,1226128050064347144,2024-10-04,BTCUSDT,-0.0004947,0.0
1226128037653401601,1226128037653401601,2024-10-04,ETHUSDT,-0.007101129,0.0
1226128031173201959,1226128031173201959,2024-10-04,SOLUSDT,-0.00854106,0.0
1226007283116953603,1226128050064347144,2024-10-04,BTCUSDT,-0.0016581456,0.0
1226007270102028293,1226128031173201959,2024-10-04,SOLUSDT,0.005188897356,0.0
1226007263999315981,1226128037653401601,2024-10-04,ETHUSDT,-0.0074986065,0.0
1225886458732761106,1226128050064347144,2024-10-04,BTCUSDT,-0.0050402663,0.0
1225886449274605579,1226128037653401601,2024-10-04,ETHUSDT,-0.0090420715,0.0
1225886435353710594,1226128031173201959,2024-10-04,SOLUSDT,-0.0033633858,0.0
1225765654120517645,1225765654120517645,2024-10-03,BTCUSDT,-0.0035159484,0.0
1225765627235029011,1225765627235029011,2024-10-03,ETHUSDT,-0.008188775,0.0
1225765622331887627,1225765622331887627,2024-10-03,SOLUSDT,0.000324671287,0.0
1225644874476965906,1225765654120517645,2024-10-03,BTCUSDT,-0.0031072719,0.0
1225644858282758177,1225765627235029011,2024-10-03,ETHUSDT,-0.008272285,0.0
1225644829421752325,1225765622331887627,2024-10-03,SOLUSDT,-0.005454111,0.0
1225524070430953498,1225765654120517645,2024-10-03,BTCUSDT,-0.0029100336,0.0
1225524051929878565,1225765622331887627,2024-10-03,SOLUSDT,-0.0007566156,0.0
1225524037828628488,1225765627235029011,2024-10-03,ETHUSDT,-0.0046313232,0.0
1225403284252676119,1225403284252676119,2024-10-02,BTCUSDT,-0.0056896204,0.0
1225403254246625285,1225403254246625285,2024-10-02,ETHUSDT,-0.019111869,0.0
1225403221715603471,1225403221715603471,2024-10-02,SOLUSDT,-0.0080486952,0.0
1225282484325470226,1225403284252676119,2024-10-02,BTCUSDT,-0.00647955,0.0
1225282448992653321,1225403254246625285,2024-10-02,ETHUSDT,-0.0131993456,0.0
1225282442218852357,1225403221715603471,2024-10-02,SOLUSDT,-0.00141816,0.0
1225161681927819310,1225403284252676119,2024-10-02,BTCUSDT,-0.0052292816,0.0
1225161669151969295,1225403254246625285,2024-10-02,ETHUSDT,-0.018843825,0.0
1225161622007992327,1225403221715603471,2024-10-02,SOLUSDT,-0.010887675,0.0
1225040888157851670,1225040888157851670,2024-10-01,BTCUSDT,-0.0484688088,0.0
1225040869056991242,1225040869056991242,2024-10-01,SOLUSDT,-0.0105844584,0.0
1225040859158433810,1225040859158433810,2024-10-01,ETHUSDT,-0.016604301,0.0
1224920103921537189,1225040888157851670,2024-10-01,BTCUSDT,-0.0445648104,0.0
1224920093913927700,1225040859158433810,2024-10-01,ETHUSDT,-0.0214827592,0.0
1224920089459576875,1225040869056991242,2024-10-01,SOLUSDT,-0.011200161,0.0
1224799290769690644,1225040888157851670,2024-10-01,BTCUSDT,-0.0482425248,0.0
1224799285447118882,1225040859158433810,2024-10-01,ETHUSDT,-0.0187558056,0.0
1224799279075971076,1225040869056991242,2024-10-01,SOLUSDT,-0.0112516956,0.0
1224678499424030730,1224678499424030730,2024-09-30,BTCUSDT,-0.045744408,0.0
1224678491085754370,1224678491085754370,2024-09-30,ETHUSDT,-0.01997996,0.0
1224678454872133768,1224678454872133768,2024-09-30,SOLUSDT,-0.011558775,0.0
1224557705297547286,1224678499424030730,2024-09-30,BTCUSDT,-0.024526682,0.0
1224557700071444508,1224678491085754370,2024-09-30,ETHUSDT,-0.0160596345,0.0
1224557695063445508,1224678454872133768,2024-09-30,SOLUSDT,-0.0107255988,0.0
1224436926551576577,1224678499424030730,2024-09-30,BTCUSDT,-0.0083920512,0.0
1224436907870146565,1224678454872133768,2024-09-30,SOLUSDT,-0.011213304,0.0
1224436900152627205,1224678491085754370,2024-09-30,ETHUSDT,-0.013388256,0.0
1224316114683187214,1224316114683187214,2024-09-29,ETHUSDT,-0.0169766233,0.0
1224316113181626385,1224316113181626385,2024-09-29,BTCUSDT,-0.0252390528,0.0
1224316079966933006,1224316079966933006,2024-09-29,SOLUSDT,-0.0104707188,0.0
1224195330442678292,1224316113181626385,2024-09-29,BTCUSDT,-0.0109927776,0.0
1224195321076797449,1224316114683187214,2024-09-29,ETHUSDT,-0.0145956055,0.0
1224195291439845377,1224316079966933006,2024-09-29,SOLUSDT,-0.010724601,0.0
1224074524035272726,1224316113181626385,2024-09-29,BTCUSDT,-0.0023705028,0.0
1224074518200995844,1224316114683187214,2024-09-29,ETHUSDT,-0.0076748392,0.0
1224074514598088728,1224316079966933006,2024-09-29,SOLUSDT,-0.0104356872,0.0
1223953732505063447,1223953732505063447,2024-09-28,BTCUSDT,-0.0044605484,0.0
1223953731297103913,1223953731297103913,2024-09-28,ETHUSDT,-0.0151313589,0.0
1223953712137523204,1223953712137523204,2024-09-28,SOLUSDT,-0.011854458,0.0
1223832924994555936,1223953732505063447,2024-09-28,BTCUSDT,-0.0281580344,0.0
1223832916832440335,1223953731297103913,2024-09-28,ETHUSDT,-0.0119926912,0.0
1223832914437492752,1223953712137523204,2024-09-28,SOLUSDT,-0.0108801504,0.0
1223712138484928545,1223953732505063447,2024-09-28,BTCUSDT,-0.0173663952,0.0
1223712123830030349,1223953731297103913,2024-09-28,ETHUSDT,-0.021493332,0.0
1223712119270821896,1223953712137523204,2024-09-28,SOLUSDT,-0.0110616948,0.0
1223591331150581788,1223591331150581788,2024-09-27,BTCUSDT,-0.0073892336,0.0
1223591324376780807,1223591324376780807,2024-09-27,ETHUSDT,-0.013143368,0.0
1223591321650483209,1223591321650483209,2024-09-27,SOLUSDT,-0.0117337572,0.0
1223470542388613136,1223591331150581788,2024-09-27,BTCUSDT,-0.0193732296,0.0
1223470526194405394,1223591324376780807,2024-09-27,ETHUSDT,-0.0145018146,0.0
1223470524340523030,1223591321650483209,2024-09-27,SOLUSDT,-0.0012283206,0.0
1223349746622156830,1223591331150581788,2024-09-27,BTCUSDT,-0.0307496672,0.0
1223349739231793153,1223591324376780807,2024-09-27,ETHUSDT,-0.0209964972,0.0
1223349734626447364,1223591321650483209,2024-09-27,SOLUSDT,-0.0109138536,0.0
1223228940009230342,1223228940009230342,2024-09-26,ETHUSDT,-0.0211560174,0.0
1223228937400373253,1223228937400373253,2024-09-26,BTCUSDT,-0.0318157456,0.0
1223228933369647123,1223228933369647123,2024-09-26,SOLUSDT,-0.0109320024,0.0
1223108144385380391,1223228937400373253,2024-09-26,BTCUSDT,-0.0201698692,0.0
1223108143152254995,1223228940009230342,2024-09-26,ETHUSDT,-0.0176644608,0.0
1223108132758769686,1223228933369647123,2024-09-26,SOLUSDT,-0.008194608,0.0
1222987360446861315,1223228937400373253,2024-09-26,BTCUSDT,-0.005050568,0.0
1222987351131312131,1223228940009230342,2024-09-26,ETHUSDT,-0.015346478,0.0
1222987338992996355,1223228933369647123,2024-09-26,SOLUSDT,-0.0043493184,0.0
1222866560259608584,1222866560259608584,2024-09-25,ETHUSDT,-0.0078244047,0.0
1222866556707033136,1222866556707033136,2024-09-25,BTCUSDT,-0.00634654,0.0
1222866529288867852,1222866529288867852,2024-09-25,SOLUSDT,-0.0064047822,0.0
1222745774253297671,1222866556707033136,2024-09-25,BTCUSDT,-0.0035733656,0.0
1222745758323331178,1222866560259608584,2024-09-25,ETHUSDT,-0.0115562286,0.0
1222745749968277527,1222866529288867852,2024-09-25,SOLUSDT,-0.01078056,0.0
1222624961889980420,1222866556707033136,2024-09-25,BTCUSDT,-0.0041116928,0.0
1222624957200748560,1222866560259608584,2024-09-25,ETHUSDT,-0.0051989392,0.0
1222624940360617992,1222866529288867852,2024-09-25,SOLUSDT,-0.0102618432,0.0
1222504169143422991,1222504169143422991,2024-09-24,BTCUSDT,0.000505497478,0.0
1222504151070167047,1222504151070167047,2024-09-24,SOLUSDT,-0.0006108354,0.0
1222504148276760578,1222504148276760578,2024-09-24,ETHUSDT,-0.0106029336,0.0
1222383391433445415,1222504169143422991,2024-09-24,BTCUSDT,-0.007622616,0.0
1222383380167544846,1222504148276760578,2024-09-24,ETHUSDT,-0.0094471125,0.0
1222383376736604173,1222504151070167047,2024-09-24,SOLUSDT,-0.007503987,0.0
1222262580580077626,1222504169143422991,2024-09-24,BTCUSDT,-0.0081029504,0.0
1222262573827248173,1222504148276760578,2024-09-24,ETHUSDT,-0.0088899552,0.0
1222262536418250770,1222504151070167047,2024-09-24,SOLUSDT,-0.0058167792,0.0
1222141773707104263,1222141773707104263,2024-09-23,BTCUSDT,-0.017804668,0.0
1222141764794208257,1222141764794208257,2024-09-23,SOLUSDT,0.002161041595,0.0
1222141754836930568,1222141754836930568,2024-09-23,ETHUSDT,-0.0123544344,0.0
1222020985347788812,1222141773707104263,2024-09-23,BTCUSDT,-0.0043192512,0.0
1222020982441136129,1222141754836930568,2024-09-23,ETHUSDT,-0.0146278454,0.0
1222020976711716879,1222141764794208257,2024-09-23,SOLUSDT,-0.005234724,0.0
1221900178164437004,1222141773707104263,2024-09-23,BTCUSDT,-0.0223678752,0.0
1221900152260415496,1222141764794208257,2024-09-23,SOLUSDT,0.004776165498,0.0
1221900137718763534,1222141754836930568,2024-09-23,ETHUSDT,-0.0041536873,0.0
1221779384990060551,1221779384990060551,2024-09-22,BTCUSDT,-0.0170371824,0.0
1221779367235571728,1221779367235571728,2024-09-22,ETHUSDT,-0.0187068336,0.0
1221779365423632414,1221779365423632414,2024-09-22,SOLUSDT,-0.002317734,0.0
1221658593019449391,1221779384990060551,2024-09-22,BTCUSDT,-0.0259085376,0.0
1221658589894692872,1221779367235571728,2024-09-22,ETHUSDT,-0.0101396288,0.0
1221658559951556615,1221779365423632414,2024-09-22,SOLUSDT,-0.007502508,0.0
1221537800990117893,1221779365423632414,2024-09-22,SOLUSDT,-0.0106623762,0.0
1221537798775525382,1221779384990060551,2024-09-22,BTCUSDT,-0.0182424672,0.0
1221537756480163854,1221779367235571728,2024-09-22,ETHUSDT,-0.0102376288,0.0
1221417000312131600,1221417000312131600,2024-09-21,BTCUSDT,-0.02525848,0.0
1221416990132555817,1221416990132555817,2024-09-21,SOLUSDT,-0.004868985,0.0
1221416982863826946,1221416982863826946,2024-09-21,ETHUSDT,-0.0084179585,0.0
1221296220937015328,1221417000312131600,2024-09-21,BTCUSDT,-0.0282518208,0.0
1221296208916140032,1221416982863826946,2024-09-21,ETHUSDT,-0.0146646668,0.0
1221296196643606529,1221416990132555817,2024-09-21,SOLUSDT,-0.0099019872,0.0
1221175420405829635,1221417000312131600,2024-09-21,BTCUSDT,-0.0123825352,0.0
1221175409337061394,1221416982863826946,2024-09-21,ETHUSDT,-0.014338128,0.0
1221175395101593607,1221416990132555817,2024-09-21,SOLUSDT,-0.010116573,0.0
1221054616133324843,1221054616133324843,2024-09-20,BTCUSDT,-0.0169145252,0.0
1221054606574506010,1221054606574506010,2024-09-20,SOLUSDT,-0.010636056,0.0
1221054597103767573,1221054597103767573,2024-09-20,ETHUSDT,-0.0184469292,0.0
1220933846426079232,1221054616133324843,2024-09-20,BTCUSDT,0.000761869225,0.0
1220933810900324366,1221054606574506010,2024-09-20,SOLUSDT,-0.0114142392,0.0
1220933807108673547,1221054597103767573,2024-09-20,ETHUSDT,-0.0193537512,0.0
1220813025791594527,1221054616133324843,2024-09-20,BTCUSDT,-0.025675236,0.0
1220813013040910364,1221054597103767573,2024-09-20,ETHUSDT,-0.0179417784,0.0
1220813000965509121,1221054606574506010,2024-09-20,SOLUSDT,-0.0103677156,0.0
1220692227072348175,1220692227072348175,2024-09-19,BTCUSDT,-0.012372206,0.0
1220692211066884102,1220692211066884102,2024-09-19,ETHUSDT,-0.0049511497,0.0
1220692192096047111,1220692192096047111,2024-09-19,SOLUSDT,-0.001028664,0.0
1220571449978933268,1220692227072348175,2024-09-19,BTCUSDT,-0.0089362656,0.0
1220571424389484551,1220692192096047111,2024-09-19,SOLUSDT,-0.009473742,0.0
1220571422573350950,1220692211066884102,2024-09-19,ETHUSDT,-0.0175673813,0.0
1220450625695404054,1220692227072348175,2024-09-19,BTCUSDT,-0.012096728,0.0
1220450624097374222,1220692211066884102,2024-09-19,ETHUSDT,-0.014617064,0.0
1220450618959351821,1220692192096047111,2024-09-19,SOLUSDT,-0.00563808,0.0
1220329824350523424,1220329824350523424,2024-09-18,BTCUSDT,-0.0140155444,0.0
1220329818369445907,1220329818369445907,2024-09-18,ETHUSDT,-0.0044970828,0.0
1220329814565212165,1220329814565212165,2024-09-18,SOLUSDT,-0.0021434616,0.0
1220209040051294219,1220329824350523424,2024-09-18,BTCUSDT,-0.0050725164,0.0
1220209033113915404,1220329818369445907,2024-09-18,ETHUSDT,-0.0060297531,0.0
1220209024649809925,1220329814565212165,2024-09-18,SOLUSDT,0.004330315053,0.0
1220088231949389858,1220329824350523424,2024-09-18,BTCUSDT,-0.0043390152,0.0
1220088220566048772,1220329814565212165,2024-09-18,SOLUSDT,0.007887345072,0.0
1220088219349700611,1220329818369445907,2024-09-18,ETHUSDT,-0.009336999,0.0
1219967440716976153,1219967440716976153,2024-09-17,BTCUSDT,-0.0175932,0.0
1219967433779597335,1219967433779597335,2024-09-17,SOLUSDT,-0.0020991204,0.0
1219967411470094366,1219967411470094366,2024-09-17,ETHUSDT,-0.0118401801,0.0
1219846664202375168,1219967440716976153,2024-09-17,BTCUSDT,-0.0056321568,0.0
1219846655578886147,1219967411470094366,2024-09-17,ETHUSDT,-0.004522602,0.0
1219846624335515660,1219967433779597335,2024-09-17,SOLUSDT,-0.002379132,0.0
1219725840841592856,1219967411470094366,2024-09-17,ETHUSDT,-0.01268582,0.0
1219725839264534543,1219967440716976153,2024-09-17,BTCUSDT,-0.0239677704,0.0
1219725837993660416,1219967433779597335,2024-09-17,SOLUSDT,-0.008829408,0.0
1219605045486178316,1219605045486178316,2024-09-16,BTCUSDT,-0.0180517896,0.0
1219605042898292737,1219605042898292737,2024-09-16,ETHUSDT,0.002081270435,0.0
1219605036069965826,1219605036069965826,2024-09-16,SOLUSDT,-0.007255212,0.0
1219484267264495638,1219605045486178316,2024-09-16,BTCUSDT,-0.0120087864,0.0
1219484260687826946,1219605042898292737,2024-09-16,ETHUSDT,0.013077177376,0.0
1219484246238449674,1219605036069965826,2024-09-16,SOLUSDT,0.004562181903,0.0
1219363476124356632,1219605045486178316,2024-09-16,BTCUSDT,-0.008744284,0.0
1219363466414542868,1219605042898292737,2024-09-16,ETHUSDT,-0.0061556656,0.0
1219363447036858377,1219605036069965826,2024-09-16,SOLUSDT,-0.001575408,0.0
1219242685055520794,1219242685055520794,2024-09-15,BTCUSDT,-0.0028946448,0.0
1219242671629553676,1219242671629553676,2024-09-15,ETHUSDT,-0.0053914784,0.0
1219242663324831749,1219242663324831749,2024-09-15,SOLUSDT,-0.0013023552,0.0
1219121883941326848,1219242685055520794,2024-09-15,BTCUSDT,0.000481154985,0.0
1219121871052230658,1219242671629553676,2024-09-15,ETHUSDT,-0.0011863145,0.0
1219121846150647810,1219242663324831749,2024-09-15,SOLUSDT,-0.0001644792,0.0
1219001099411410953,1219242685055520794,2024-09-15,BTCUSDT,0.003357769421,0.0
1219001076237881351,1219242671629553676,2024-09-15,ETHUSDT,0.000507516035,0.0
1219001050556157972,1219242663324831749,2024-09-15,SOLUSDT,-0.0009045432,0.0
1218880278898561049,1218880278898561049,2024-09-14,BTCUSDT,-0.0100513056,0.0
1218880278227472392,1218880278227472392,2024-09-14,ETHUSDT,-0.000338366,0.0
1218880267733323776,1218880267733323776,2024-09-14,SOLUSDT,-0.0007414092,0.0
1218759484461699096,1218880278898561049,2024-09-14,BTCUSDT,-0.0009614816,0.0
1218759480997203974,1218880278227472392,2024-09-14,ETHUSDT,0.016931971061,0.0
1218759479470477320,1218880267733323776,2024-09-14,SOLUSDT,-0.0032157684,0.0
1218638702419005485,1218880278898561049,2024-09-14,BTCUSDT,0.05038315634,0.0
1218638676074582017,1218880267733323776,2024-09-14,SOLUSDT,0.000166782872,0.0
1218638656801755160,1218880278227472392,2024-09-14,ETHUSDT,-0.0022183616,0.0
1218517892811345980,1218517892811345980,2024-09-13,BTCUSDT,0.010553934691,0.0
1218517880446537746,1218517880446537746,2024-09-13,ETHUSDT,-0.0106128855,0.0
1218517874784227338,1218517874784227338,2024-09-13,SOLUSDT,-0.001228887,0.0
1218397107639701525,1218517892811345980,2024-09-13,BTCUSDT,0.00510878331,0.0
1218397081853120523,1218517880446537746,2024-09-13,ETHUSDT,-0.0101863706,0.0
1218397064270598157,1218517874784227338,2024-09-13,SOLUSDT,-0.002259348,0.0
1218276303325253669,1218517892811345980,2024-09-13,BTCUSDT,0.000465144435,0.0
1218276297281261581,1218517880446537746,2024-09-13,ETHUSDT,-0.009087771,0.0
1218276285642067973,1218517874784227338,2024-09-13,SOLUSDT,-0.0026107584,0.0
1218155501938429970,1218155501938429970,2024-09-12,BTCUSDT,0.012844983389,0.0
1218155490928381967,1218155490928381967,2024-09-12,SOLUSDT,-0.0006406896,0.0
1218155489397461000,1218155489397461000,2024-09-12,ETHUSDT,-0.0021124558,0.0
1218034712283074580,1218155501938429970,2024-09-12,BTCUSDT,0.003253346569,0.0
1218034687922556937,1218155490928381967,2024-09-12,SOLUSDT,0.000889235473,0.0
1218034687603789826,1218155489397461000,2024-09-12,ETHUSDT,-0.0041262725,0.0
1217913916067827720,1218155501938429970,2024-09-12,BTCUSDT,0.01101225577,0.0
1217913899064119297,1218155489397461000,2024-09-12,ETHUSDT,-0.0045847536,0.0
1217913890105085971,1218155490928381967,2024-09-12,SOLUSDT,0.003016187956,0.0
1217793124751527959,1217793124751527959,2024-09-11,BTCUSDT,0.028922905156,0.0
1217793117793177605,1217793117793177605,2024-09-11,SOLUSDT,0.002121456703,0.0
1217793114920079372,1217793114920079372,2024-09-11,ETHUSDT,0.002439081557,0.0
1217672325528965147,1217793124751527959,2024-09-11,BTCUSDT,0.007708881307,0.0
1217672310945370145,1217793114920079372,2024-09-11,ETHUSDT,-0.0044223543,0.0
1217672306813980678,1217793117793177605,2024-09-11,SOLUSDT,0.001508357709,0.0
1217551526386094122,1217793124751527959,2024-09-11,BTCUSDT,0.050350365326,0.0
1217551512901406732,1217793117793177605,2024-09-11,SOLUSDT,0.006753575378,0.0
1217551503397113857,1217793114920079372,2024-09-11,ETHUSDT,-0.0046786572,0.0
1217430731517218817,1217430731517218817,2024-09-10,BTCUSDT,0.001808118577,0.0
1217430715104907267,1217430715104907267,2024-09-10,ETHUSDT,-0.0019515888,0.0
1217430711330033671,1217430711330033671,2024-09-10,SOLUSDT,-0.002251788,0.0
1217309942138687512,1217430731517218817,2024-09-10,BTCUSDT,0.003998392396,0.0
1217309933754273812,1217430715104907267,2024-09-10,ETHUSDT,0.006776026495,0.0
1217309924484861959,1217430711330033671,2024-09-10,SOLUSDT,0.001941642628,0.0
1217189138566631444,1217430731517218817,2024-09-10,BTCUSDT,0.009232910804,0.0
1217189129985085451,1217430715104907267,2024-09-10,ETHUSDT,-0.0019803168,0.0
1217189115724451842,1217430711330033671,2024-09-10,SOLUSDT,-0.0094742622,0.0
1217068342305247236,1217068342305247236,2024-09-09,BTCUSDT,0.027890270972,0.0
1217068332964532252,1217068332964532252,2024-09-09,ETHUSDT,0.002246517574,0.0
1217068330120794141,1217068330120794141,2024-09-09,SOLUSDT,0.00438621539,0.0
1216947550737289222,1217068342305247236,2024-09-09,BTCUSDT,0.056014328367,0.0
1216947533444173827,1217068332964532252,2024-09-09,ETHUSDT,-0.0045336172,0.0
1216947530709487624,1217068330120794141,2024-09-09,SOLUSDT,0.00534587938,0.0
1216826744426352671,1217068342305247236,2024-09-09,BTCUSDT,0.063823443656,0.0
1216826736952102948,1217068332964532252,2024-09-09,ETHUSDT,-0.0014464359,0.0
1216826723622604802,1217068330120794141,2024-09-09,SOLUSDT,-0.0037442016,0.0
1216705952107614227,1216705952107614227,2024-09-08,BTCUSDT,0.042402224838,0.0
1216705946822791191,1216705946822791191,2024-09-08,ETHUSDT,-0.0025129328,0.0
1216705917257142284,1216705917257142284,2024-09-08,SOLUSDT,-0.005546613,0.0
1216585196522590227,1216705952107614227,2024-09-08,BTCUSDT,0.047665034077,0.0
1216585167451869194,1216705946822791191,2024-09-08,ETHUSDT,-0.0043337889,0.0
1216585163073015811,1216705917257142284,2024-09-08,SOLUSDT,-0.0052824168,0.0
1216464353377275915,1216705952107614227,2024-09-08,BTCUSDT,-0.0305208036,0.0
1216464343386443779,1216705946822791191,2024-09-08,ETHUSDT,-0.0108131016,0.0
1216464337036267534,1216705917257142284,2024-09-08,SOLUSDT,-0.007348896,0.0
1216343581107310593,1216343581107310593,2024-09-07,BTCUSDT,0.051897889874,0.0
1216343567610040326,1216343567610040326,2024-09-07,ETHUSDT,-0.0049890687,0.0
1216343524228354056,1216343524228354056,2024-09-07,SOLUSDT,-0.0009266472,0.0
1216222770333634599,1216343581107310593,2024-09-07,BTCUSDT,0.058589226635,0.0
1216222761802420242,1216343567610040326,2024-09-07,ETHUSDT,0.00031982865,0.0
1216222747986382851,1216343524228354056,2024-09-07,SOLUSDT,0.002218468725,0.0
1216101968279916581,1216343581107310593,2024-09-07,BTCUSDT,0.003882569261,0.0
1216101961992654878,1216343567610040326,2024-09-07,ETHUSDT,-0.0006225212,0.0
1216101948516356099,1216343524228354056,2024-09-07,SOLUSDT,0.001953063051,0.0
1215981176217030703,1215981176217030703,2024-09-06,BTCUSDT,-0.010262565,0.0
1215981152288526352,1215981152288526352,2024-09-06,SOLUSDT,0.001763515082,0.0
1215981151957176466,1215981151957176466,2024-09-06,ETHUSDT,-0.008170659,0.0
1215860374834401298,1215981176217030703,2024-09-06,BTCUSDT,-0.001672344,0.0
1215860360867368977,1215981151957176466,2024-09-06,ETHUSDT,-0.007262277,0.0
